evaluator,return,theta,hours,N,seed,pctl
eval_at,"[0.43560933448573896, 38.7139689578714, 504, 970, 653, 1474]",0.05991817265748978,25.055555555555554,10,2,50.0
eval_at,"[0.4364736387208297, 38.51441241685144, 505, 965, 652, 1470]",0.08061826176941393,25.055555555555554,10,2,50.5
eval_at,"[0.4399308556611927, 38.67405764966741, 509, 969, 648, 1478]",0.1006075265258551,25.055555555555554,10,2,51.0
eval_at,"[0.4373379429559205, 38.67405764966741, 506, 969, 651, 1475]",0.12226061247289209,25.055555555555554,10,2,51.5
eval_at,"[0.4364736387208297, 38.35476718403548, 505, 961, 652, 1466]",0.1420500165224075,25.055555555555554,10,2,52.0
eval_at,"[0.439066551426102, 38.15521064301552, 508, 956, 649, 1464]",0.16509500555694154,25.055555555555554,10,2,52.5
eval_at,"[0.439066551426102, 38.2749445676275, 508, 959, 649, 1467]",0.1836625267565251,25.055555555555554,10,2,53.0
eval_at,"[0.4399308556611927, 38.23503325942351, 509, 958, 648, 1467]",0.20357450343668462,25.055555555555554,10,2,53.5
eval_at,"[0.43820224719101125, 38.43458980044346, 507, 963, 650, 1470]",0.226165260076523,25.055555555555554,10,2,54.0
eval_at,"[0.4347450302506482, 38.59423503325942, 503, 967, 654, 1470]",0.24480200774967673,25.055555555555554,10,2,54.5
eval_at,"[0.43560933448573896, 39.03325942350333, 504, 978, 653, 1482]",0.26728275567293175,25.055555555555554,10,2,55.0
eval_at,"[0.4364736387208297, 38.7139689578714, 505, 970, 652, 1475]",0.2882730500400075,25.055555555555554,10,2,55.5
eval_at,"[0.4399308556611927, 38.59423503325942, 509, 967, 648, 1476]",0.31100518941879346,25.055555555555554,10,2,56.0
eval_at,"[0.43820224719101125, 38.91352549889135, 507, 975, 650, 1482]",0.33327673614025083,25.055555555555554,10,2,56.5
eval_at,"[0.4338807260155575, 38.79379157427938, 502, 972, 655, 1474]",0.35420421659946394,25.055555555555554,10,2,57.0
eval_at,"[0.4338807260155575, 38.39467849223947, 502, 962, 655, 1464]",0.3762428633868694,25.055555555555554,10,2,57.5
